,,,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
10,Toby Alderweireld\Toby-Alderweireld,be BEL,DF,Tottenham,30,1989,32,32,2867,2,2,0,0,6,0,0.06,0.06,0.13,0.06,0.13,1.0,1.0,0.9,0.03,0.03,0.06,0.03,0.06,Matches
11,Trent Alexander-Arnold\Trent-Alexander-Arnold,eng ENG,DF,Liverpool,20,1998,37,35,3169,4,13,0,0,5,0,0.11,0.37,0.48,0.11,0.48,2.8,2.8,9.8,0.08,0.28,0.36,0.08,0.36,Matches
12,Alisson\Alisson,br BRA,GK,Liverpool,26,1992,28,28,2453,0,1,0,0,0,1,0.00,0.04,0.04,0.00,0.04,0.0,0.0,0.4,0.00,0.02,0.02,0.00,0.02,Matches
13,Dele Alli\Dele-Alli,eng ENG,MFFW,Tottenham,23,1996,24,21,1836,8,4,1,1,2,0,0.39,0.20,0.59,0.34,0.54,7.1,6.3,2.2,0.35,0.11,0.46,0.31,0.42,Matches
14,Miguel Almirón\Miguel-Almiron,py PAR,MFFW,Newcastle Utd,25,1994,35,34,2952,4,2,0,0,5,0,0.12,0.06,0.18,0.12,0.18,6.7,6.7,1.6,0.21,0.05,0.25,0.21,0.25,Matches
15,Marcos Alonso\Marcos-Alonso,es ESP,DF,Chelsea,28,1990,17,14,1340,4,2,0,0,4,0,0.27,0.13,0.40,0.27,0.40,2.0,2.0,2.1,0.13,0.14,0.28,0.13,0.28,Matches
16,Steven Alzate\Steven-Alzate,co COL,MFDF,Brighton,20,1998,19,12,1188,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.1,1.1,0.7,0.08,0.05,0.14,0.08,0.14,Matches
17,Ibrahim Amadou\Ibrahim-Amadou,fr FRA,DFMF,Norwich City,26,1993,11,8,759,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.1,0.12,0.01,0.13,0.12,0.13,Matches
18,Felipe Anderson\Felipe-Anderson,br BRA,MFFW,West Ham,26,1993,24,20,1493,1,4,0,0,1,0,0.06,0.24,0.30,0.06,0.30,2.5,2.5,2.9,0.15,0.17,0.32,0.15,0.32,Matches
19,Florin Andone\Florin-Andone,ro ROU,MFFW,Brighton,26,1993,3,1,73,1,0,0,0,0,1,1.23,0.00,1.23,1.23,1.23,0.2,0.2,0.0,0.19,0.05,0.24,0.19,0.24,Matches
20,Angeliño\Angelino,es ESP,DF,Manchester City,22,1997,6,4,423,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,1.2,0.05,0.25,0.30,0.05,0.30,Matches
21,Faustino Anjorin\Faustino-Anjorin,eng ENG,FW,Chelsea,17,2001,1,0,20,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.10,0.00,0.10,0.10,0.10,Matches
22,Michail Antonio\Michail-Antonio,eng ENG,FW,West Ham,29,1990,23,18,1723,10,3,1,1,2,0,0.52,0.16,0.68,0.47,0.63,11.3,10.5,2.7,0.59,0.14,0.73,0.55,0.69,Matches
23,Stuart Armstrong\Stuart-Armstrong,sco SCO,MF,Southampton,27,1992,29,18,1686,5,3,0,0,4,0,0.27,0.16,0.43,0.27,0.43,3.3,3.3,1.2,0.18,0.06,0.24,0.18,0.24,Matches
24,Kepa Arrizabalaga\Kepa-Arrizabalaga,es ESP,GK,Chelsea,24,1994,33,33,2970,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
25,Christian Atsu\Christian-Atsu,gh GHA,FWMF,Newcastle Utd,27,1992,19,6,749,0,3,0,0,2,0,0.00,0.36,0.36,0.00,0.36,0.2,0.2,1.0,0.02,0.12,0.14,0.02,0.14,Matches
26,Pierre-Emerick Aubameyang\Pierre-Emerick-Aubameyang,ga GAB,FW,Arsenal,30,1989,35,34,3046,20,2,1,1,3,1,0.59,0.06,0.65,0.56,0.62,15.0,14.2,2.8,0.44,0.08,0.53,0.42,0.50,Matches
27,Serge Aurier\Serge-Aurier,ci CIV,DF,Tottenham,26,1992,32,30,2610,1,5,0,0,4,1,0.03,0.17,0.21,0.03,0.21,0.5,0.5,3.0,0.02,0.10,0.12,0.02,0.12,Matches
28,Jordan Ayew\Jordan-Ayew,gh GHA,FWMF,Crystal Palace,27,1991,36,36,3058,9,1,0,0,6,0,0.26,0.03,0.29,0.26,0.29,6.5,6.5,2.0,0.19,0.06,0.25,0.19,0.25,Matches
29,César Azpilicueta\Cesar-Azpilicueta,es ESP,DF,Chelsea,29,1989,35,35,3139,2,6,0,0,0,0,0.06,0.17,0.23,0.06,0.23,2.8,2.8,6.0,0.08,0.17,0.25,0.08,0.25,Matches
30,Eric Bailly\Eric-Bailly,ci CIV,DF,Manchester Utd,25,1994,4,1,150,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
31,Leighton Baines\Leighton-Baines,eng ENG,DF,Everton,34,1984,7,4,383,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.7,0.01,0.17,0.18,0.01,0.18,Matches
32,Fabián Balbuena\Fabian-Balbuena,py PAR,DF,West Ham,27,1991,17,13,1177,1,0,0,0,2,0,0.08,0.00,0.08,0.08,0.08,1.7,1.7,0.0,0.13,0.00,0.13,0.13,0.13,Matches
33,George Baldock\George-Baldock,eng ENG,DF,Sheffield Utd,26,1993,37,37,3330,2,3,0,0,7,0,0.05,0.08,0.14,0.05,0.14,0.9,0.9,2.4,0.02,0.07,0.09,0.02,0.09,Matches
34,Phil Bardsley\Phil-Bardsley,sco SCO,DF,Burnley,34,1985,20,20,1800,0,1,0,0,5,0,0.00,0.05,0.05,0.00,0.05,0.3,0.3,0.8,0.01,0.04,0.05,0.01,0.05,Matches
35,Ross Barkley\Ross-Barkley,eng ENG,MF,Chelsea,25,1993,20,13,1100,1,4,0,0,0,0,0.08,0.33,0.41,0.08,0.41,2.3,2.3,2.6,0.19,0.22,0.40,0.19,0.40,Matches
36,Ashley Barnes\Ashley-Barnes,at AUT,FW,Burnley,29,1989,19,17,1352,6,0,1,1,4,0,0.40,0.00,0.40,0.33,0.33,5.4,4.6,0.5,0.36,0.03,0.39,0.31,0.34,Matches
37,Harvey Barnes\Harvey-Barnes,eng ENG,MFFW,Leicester City,21,1997,35,24,2065,6,8,0,0,0,0,0.26,0.35,0.61,0.26,0.61,7.9,7.9,3.7,0.35,0.16,0.51,0.35,0.51,Matches
38,Chris Basham\Chris-Basham,eng ENG,DF,Sheffield Utd,31,1988,37,37,3163,0,1,0,0,4,0,0.00,0.03,0.03,0.00,0.03,0.6,0.6,0.9,0.02,0.03,0.04,0.02,0.04,Matches
39,Borja Bastón\Borja-Baston,es ESP,MFFW,Aston Villa,26,1992,2,0,18,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
40,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,Chelsea,25,1993,16,1,239,1,1,0,0,0,0,0.38,0.38,0.75,0.38,0.75,2.2,2.2,0.2,0.82,0.06,0.88,0.82,0.88,Matches
41,Jan Bednarek\Jan-Bednarek,pl POL,DF,Southampton,23,1996,34,34,3057,1,1,0,0,4,0,0.03,0.03,0.06,0.03,0.06,1.1,1.1,0.1,0.03,0.00,0.03,0.03,0.03,Matches
42,Héctor Bellerín\Hector-Bellerin,es ESP,DF,Arsenal,24,1995,15,13,1158,1,0,0,0,2,0,0.08,0.00,0.08,0.08,0.08,0.4,0.4,0.4,0.03,0.03,0.07,0.03,0.07,Matches
43,Ryan Bennett\Ryan-Bennett,eng ENG,DF,Wolves,29,1990,11,7,606,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.02,0.02,0.00,0.02,Matches
44,Ryan Bennett\Ryan-Bennett,eng ENG,DF,Leicester City,29,1990,5,3,331,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
45,Nabil Bentaleb\Nabil-Bentaleb,dz ALG,MF,Newcastle Utd,24,1994,11,7,703,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.01,0.03,0.04,0.01,0.04,Matches
46,Christian Benteke\Christian-Benteke,be BEL,FW,Crystal Palace,28,1990,24,13,1261,2,1,0,0,4,1,0.14,0.07,0.21,0.14,0.21,5.3,5.3,2.3,0.38,0.16,0.54,0.38,0.54,Matches
47,Jóhann Berg Guðmundsson\Johann-Berg-Gudmundsson,is ISL,MF,Burnley,28,1990,11,5,547,1,1,0,0,0,0,0.16,0.16,0.33,0.16,0.33,1.0,1.0,0.8,0.16,0.13,0.30,0.16,0.30,Matches
48,Sander Berge\Sander-Berge,no NOR,MF,Sheffield Utd,21,1998,13,11,853,1,1,0,0,0,0,0.11,0.11,0.21,0.11,0.21,0.4,0.4,0.5,0.04,0.05,0.09,0.04,0.09,Matches
49,Steven Bergwijn\Steven-Bergwijn,nl NED,FWMF,Tottenham,21,1997,13,8,673,3,1,0,0,2,0,0.40,0.13,0.53,0.40,0.53,1.2,1.2,1.0,0.16,0.13,0.29,0.16,0.29,Matches
50,Bernard\Bernard,br BRA,MFFW,Everton,26,1992,26,15,1259,3,2,0,0,2,0,0.21,0.14,0.36,0.21,0.36,1.0,1.0,1.7,0.07,0.12,0.20,0.07,0.20,Matches
51,Bernardo\Bernardo,br BRA,DF,Brighton,24,1995,13,7,661,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.04,0.03,0.07,0.04,0.07,Matches
52,Ryan Bertrand\Ryan-Bertrand,eng ENG,DF,Southampton,29,1989,31,30,2652,1,1,0,0,3,1,0.03,0.03,0.07,0.03,0.07,2.0,2.0,3.5,0.07,0.12,0.18,0.07,0.18,Matches
53,Muhamed Bešić\Muhamed-Besic,ba BIH,MF,Sheffield Utd,26,1992,9,2,250,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.05,0.03,0.08,0.05,0.08,Matches
54,Philip Billing\Philip-Billing,dk DEN,MF,Bournemouth,23,1996,33,29,2503,1,1,0,0,8,0,0.04,0.04,0.07,0.04,0.07,2.3,2.3,1.4,0.08,0.05,0.14,0.08,0.14,Matches
55,Yves Bissouma\Yves-Bissouma,ml MLI,MF,Brighton,22,1996,21,14,1187,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.2,0.03,0.01,0.04,0.03,0.04,Matches
56,Willy Boly\Willy-Boly,fr FRA,DF,Wolves,28,1991,21,21,1889,0,1,0,0,3,1,0.00,0.05,0.05,0.00,0.05,0.3,0.3,0.4,0.01,0.02,0.03,0.01,0.03,Matches
57,Gaëtan Bong\Gaetan-Bong,cm CMR,MFDF,Brighton,31,1988,4,0,59,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.20,0.20,0.00,0.20,Matches
58,Sofiane Boufal\Sofiane-Boufal,ma MAR,MFFW,Southampton,25,1993,20,8,764,0,2,0,0,2,0,0.00,0.24,0.24,0.00,0.24,1.0,1.0,2.7,0.11,0.31,0.43,0.11,0.43,Matches
59,Jarrod Bowen\Jarrod-Bowen,eng ENG,FWMF,West Ham,22,1996,12,10,872,1,4,0,0,0,0,0.10,0.41,0.52,0.10,0.52,1.8,1.8,2.4,0.18,0.24,0.42,0.18,0.42,Matches
60,Robbie Brady\Robbie-Brady,ie IRL,MF,Burnley,27,1992,16,5,438,1,2,0,0,1,0,0.21,0.41,0.62,0.21,0.62,1.1,1.1,0.3,0.22,0.06,0.28,0.22,0.28,Matches
61,Jarrad Branthwaite\Jarrad-Branthwaite,eng ENG,DF,Everton,17,2002,3,1,210,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
62,Claudio Bravo\Claudio-Bravo,cl CHI,GK,Manchester City,36,1983,4,3,347,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
63,Armando Broja\Armando-Broja,al ALB,FW,Chelsea,17,2001,1,0,5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
64,David Brooks\David-Brooks,wal WAL,MF,Bournemouth,22,1997,8,7,443,1,0,0,0,1,0,0.20,0.00,0.20,0.20,0.20,0.7,0.7,0.4,0.13,0.07,0.21,0.13,0.21,Matches
65,Josh Brownhill\Josh-Brownhill,eng ENG,MF,Burnley,23,1995,9,8,715,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.2,0.06,0.02,0.08,0.06,0.08,Matches
66,Emi Buendía\Emi-Buendia,ar ARG,FWMF,Norwich City,22,1996,36,28,2464,1,7,0,0,6,1,0.04,0.26,0.29,0.04,0.29,2.3,2.3,7.5,0.08,0.27,0.36,0.08,0.36,Matches
67,Dan Burn\Dan-Burn,eng ENG,DF,Brighton,27,1992,33,32,2790,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,1.4,1.4,1.3,0.05,0.04,0.09,0.05,0.09,Matches
68,Sam Byram\Sam-Byram,eng ENG,DF,Norwich City,25,1993,17,15,1293,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,1.3,1.3,0.5,0.09,0.04,0.12,0.09,0.12,Matches
69,Willy Caballero\Willy-Caballero,ar ARG,GK,Chelsea,37,1981,4,4,360,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
70,Gary Cahill\Gary-Cahill,eng ENG,DF,Crystal Palace,33,1985,25,25,2167,0,1,0,0,1,0,0.00,0.04,0.04,0.00,0.04,1.4,1.4,0.3,0.06,0.01,0.07,0.06,0.07,Matches
71,Dominic Calvert-Lewin\Dominic-Calvert-Lewin,eng ENG,FW,Everton,22,1997,35,30,2605,13,1,0,0,9,0,0.45,0.03,0.48,0.45,0.48,14.4,14.4,1.0,0.50,0.04,0.53,0.50,0.53,Matches
72,Víctor Camarasa\Victor-Camarasa,es ESP,MF,Crystal Palace,25,1994,1,0,6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
73,João Cancelo\Joao-Cancelo,pt POR,DF,Manchester City,25,1994,16,12,1118,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,1.6,0.03,0.13,0.16,0.03,0.16,Matches
74,Todd Cantwell\Todd-Cantwell,eng ENG,FWMF,Norwich City,21,1998,36,29,2400,6,2,0,0,6,0,0.23,0.07,0.30,0.23,0.30,5.8,5.8,2.7,0.22,0.10,0.32,0.22,0.32,Matches
75,Étienne Capoue\Etienne-Capoue,fr FRA,MF,Watford,31,1988,30,30,2627,0,3,0,0,8,0,0.00,0.10,0.10,0.00,0.10,0.8,0.8,2.8,0.03,0.10,0.12,0.03,0.12,Matches
76,Andy Carroll\Andy-Carroll,eng ENG,FW,Newcastle Utd,30,1989,18,4,611,0,4,0,0,1,0,0.00,0.59,0.59,0.00,0.59,0.9,0.9,1.7,0.13,0.25,0.38,0.13,0.38,Matches
77,Jonny Castro\Jonny-Castro,es ESP,DF,Wolves,25,1994,34,32,2830,2,2,0,0,4,0,0.06,0.06,0.13,0.06,0.13,1.2,1.2,0.9,0.04,0.03,0.07,0.04,0.07,Matches
78,Craig Cathcart\Craig-Cathcart,nir NIR,DF,Watford,30,1989,29,28,2488,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.01,0.00,0.01,0.01,0.01,Matches
79,Dani Ceballos\Dani-Ceballos,es ESP,MF,Arsenal,22,1996,23,17,1621,0,2,0,0,1,0,0.00,0.11,0.11,0.00,0.11,0.5,0.5,1.8,0.03,0.10,0.13,0.03,0.13,Matches
80,Nathaniel Chalobah\Nathaniel-Chalobah,eng ENG,MF,Watford,24,1994,21,10,920,0,1,0,0,1,0,0.00,0.10,0.10,0.00,0.10,0.5,0.5,1.0,0.05,0.10,0.14,0.05,0.14,Matches
81,Calum Chambers\Calum-Chambers,eng ENG,DF,Arsenal,24,1995,14,13,1102,1,1,0,0,5,0,0.08,0.08,0.16,0.08,0.16,0.6,0.6,0.8,0.05,0.06,0.12,0.05,0.12,Matches
82,Ben Chilwell\Ben-Chilwell,eng ENG,DF,Leicester City,22,1996,27,27,2373,3,3,0,0,3,0,0.11,0.11,0.23,0.11,0.23,0.9,0.9,3.6,0.03,0.14,0.17,0.03,0.17,Matches
83,Tahith Chong\Tahith-Chong,nl NED,FWMF,Manchester Utd,19,1999,3,0,37,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.15,0.00,0.15,0.15,0.15,Matches
84,Hamza Choudhury\Hamza-Choudhury,eng ENG,MF,Leicester City,21,1997,19,9,821,1,1,0,0,4,1,0.11,0.11,0.22,0.11,0.22,0.5,0.5,0.1,0.05,0.01,0.06,0.05,0.06,Matches
85,Andreas Christensen\Andreas-Christensen,dk DEN,DF,Chelsea,23,1996,21,21,1751,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,1.1,0.04,0.05,0.09,0.04,0.09,Matches
86,Ciaran Clark\Ciaran-Clark,ie IRL,DF,Newcastle Utd,29,1989,14,14,1186,2,0,0,0,3,0,0.15,0.00,0.15,0.15,0.15,1.2,1.2,0.0,0.09,0.00,0.10,0.09,0.10,Matches
87,Leon Clarke\Leon-Clarke,eng ENG,MF,Sheffield Utd,34,1985,1,0,14,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,2.62,0.00,2.62,2.62,2.62,Matches
88,Tom Cleverley\Tom-Cleverley,eng ENG,MF,Watford,29,1989,17,11,961,1,0,0,0,2,0,0.09,0.00,0.09,0.09,0.09,1.6,1.6,0.5,0.15,0.05,0.20,0.15,0.20,Matches
89,Conor Coady\Conor-Coady,eng ENG,DF,Wolves,26,1993,37,37,3330,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.5,0.00,0.01,0.01,0.00,0.01,Matches
90,Séamus Coleman\Seamus-Coleman,ie IRL,DF,Everton,30,1988,26,20,1782,0,1,0,0,5,1,0.00,0.05,0.05,0.00,0.05,0.6,0.6,0.6,0.03,0.03,0.06,0.03,0.06,Matches
91,Aaron Connolly\Aaron-Connolly,ie IRL,FW,Brighton,19,2000,23,13,1169,2,1,0,0,0,0,0.15,0.08,0.23,0.15,0.23,2.7,2.7,0.3,0.21,0.03,0.24,0.21,0.24,Matches
92,Lewis Cook\Lewis-Cook,eng ENG,MF,Bournemouth,22,1997,27,14,1352,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,1.0,0.02,0.06,0.09,0.02,0.09,Matches
93,Steve Cook\Steve-Cook,eng ENG,DF,Bournemouth,28,1991,28,27,2338,1,0,0,0,6,1,0.04,0.00,0.04,0.04,0.04,0.8,0.8,0.3,0.03,0.01,0.04,0.03,0.04,Matches
94,Jack Cork\Jack-Cork,eng ENG,MF,Burnley,30,1989,30,30,2613,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.8,1.8,0.7,0.06,0.02,0.09,0.06,0.09,Matches
95,Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,29,1989,31,31,2727,3,0,0,0,7,0,0.10,0.00,0.10,0.10,0.10,1.3,1.3,2.0,0.04,0.07,0.11,0.04,0.11,Matches
96,Patrick Cutrone\Patrick-Cutrone,it ITA,FW,Wolves,21,1998,12,3,297,2,0,0,0,0,0,0.61,0.00,0.61,0.61,0.61,2.3,2.3,0.0,0.70,0.01,0.72,0.70,0.72,Matches
97,Diogo Dalot\Diogo-Dalot,pt POR,DF,Manchester Utd,20,1999,4,1,67,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.20,0.00,0.20,0.20,0.20,Matches
98,Charlie Daniels\Charlie-Daniels,eng ENG,DF,Bournemouth,32,1986,2,2,126,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.05,0.05,0.00,0.05,Matches
99,Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,32,1987,15,13,1176,0,1,0,0,0,0,0.00,0.08,0.08,0.00,0.08,0.4,0.4,0.4,0.03,0.03,0.06,0.03,0.06,Matches
100,Kevin Danso\Kevin-Danso,at AUT,DF,Southampton,20,1998,6,3,277,0,1,0,0,2,1,0.00,0.32,0.32,0.00,0.32,0.1,0.1,0.2,0.03,0.06,0.09,0.03,0.09,Matches
101,Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,26,1993,17,15,1341,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.6,0.01,0.04,0.05,0.01,0.05,Matches
102,Tom Davies\Tom-Davies,eng ENG,MF,Everton,21,1998,29,22,1958,1,0,0,0,8,0,0.05,0.00,0.05,0.05,0.05,2.0,2.0,0.4,0.09,0.02,0.11,0.09,0.11,Matches
103,Keinan Davis\Keinan-Davis,eng ENG,FW,Aston Villa,21,1998,17,4,525,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,2.1,2.1,0.2,0.36,0.04,0.41,0.36,0.41,Matches
104,Craig Dawson\Craig-Dawson,eng ENG,DF,Watford,29,1990,28,25,2271,2,0,0,0,5,0,0.08,0.00,0.08,0.08,0.08,2.1,2.1,0.3,0.08,0.01,0.10,0.08,0.10,Matches
105,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,28,1991,34,31,2701,11,20,2,2,3,0,0.37,0.67,1.03,0.30,0.97,7.8,6.3,17.3,0.26,0.58,0.84,0.21,0.79,Matches
106,Troy Deeney\Troy-Deeney,eng ENG,FW,Watford,31,1988,26,25,2135,9,2,4,5,3,0,0.38,0.08,0.46,0.21,0.30,8.8,5.0,3.2,0.37,0.13,0.51,0.21,0.35,Matches
107,Fabian Delph\Fabian-Delph,eng ENG,MF,Everton,29,1989,16,13,1190,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.00,0.03,0.03,0.00,0.03,Matches
108,Leander Dendoncker\Leander-Dendoncker,be BEL,MFDF,Wolves,24,1995,37,31,2705,4,0,0,0,4,0,0.13,0.00,0.13,0.13,0.13,1.7,1.7,0.6,0.06,0.02,0.08,0.06,0.08,Matches
109,Gerard Deulofeu\Gerard-Deulofeu,es ESP,FW,Watford,25,1994,28,25,2098,4,5,1,1,3,0,0.17,0.21,0.39,0.13,0.34,5.3,4.5,4.6,0.23,0.20,0.42,0.19,0.39,Matches
110,Eric Dier\Eric-Dier,eng ENG,DFMF,Tottenham,25,1994,18,14,1254,0,2,0,0,4,0,0.00,0.14,0.14,0.00,0.14,1.1,1.1,0.1,0.08,0.01,0.08,0.08,0.08,Matches
111,Lucas Digne\Lucas-Digne,fr FRA,DF,Everton,26,1993,34,34,2961,0,7,0,0,6,0,0.00,0.21,0.21,0.00,0.21,1.5,1.5,5.4,0.05,0.16,0.21,0.05,0.21,Matches
112,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,28,1991,37,37,3330,4,1,0,0,1,0,0.11,0.03,0.14,0.11,0.14,2.8,2.8,1.4,0.08,0.04,0.11,0.08,0.11,Matches
113,Issa Diop\Issa-Diop,fr FRA,DF,West Ham,22,1997,31,30,2676,3,1,0,0,8,0,0.10,0.03,0.13,0.10,0.13,1.5,1.5,0.9,0.05,0.03,0.08,0.05,0.08,Matches
114,Moussa Djenepo\Moussa-Djenepo,ml MLI,MFDF,Southampton,21,1998,18,10,928,2,2,0,0,4,1,0.19,0.19,0.39,0.19,0.39,2.4,2.4,1.4,0.23,0.14,0.37,0.23,0.37,Matches
115,Matt Doherty\Matt-Doherty,ie IRL,DF,Wolves,27,1992,35,31,2781,4,3,0,0,1,0,0.13,0.10,0.23,0.13,0.23,5.0,5.0,1.8,0.16,0.06,0.22,0.16,0.22,Matches
116,Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Watford,26,1993,36,35,3076,4,2,0,0,9,0,0.12,0.06,0.18,0.12,0.18,5.1,5.1,2.6,0.15,0.08,0.23,0.15,0.23,Matches
117,Thomas Doyle\Thomas-Doyle,eng ENG,MFFW,Manchester City,17,2001,1,0,16,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.53,0.00,0.53,0.53,0.53,Matches
